show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3828,Movie,Still LAUGH-IN: The Stars Celebrate,,"Lily Tomlin, Tiffany Haddish, Neil Patrick Harris, Michael Douglas, Snoop Dogg, Billy Crystal, Chelsea Handler, Jay Leno, Rita Wilson, Bill Maher, Tony Hale, Rita Moreno, Bobby Moynihan, Michael Rapaport, Mary McCormack, Rob Riggle, Jon Lovitz, Kenya Barris, Ruth Buzzi, Jo Anne Worley, Loni Anderson, Maria Bamford, Margaret Cho, Deon Cole, Taye Diggs, Ron Funches, Nikki Glaser, Jameela Jamil, Natasha Leggero, Loni Love, Cheri Oteri, Russell Peters, Jeff Ross, Lisa Ann Walter",United States,"May 14, 2019",2019,TV-MA,61 min,Comedies,"This celebration of the groundbreaking comedy show ""Laugh-In"" stars Lily Tomlin, Snoop Dogg, Billy Crystal, Tiffany Haddish, Neil Patrick Harris and more."
s3832,TV Show,The Defected,,"Kara Hui, Philip Keung, Benjamin Yuen, Sisley Choi, Hui Shiu Hung, Ben Wong, Joman Chiang","China, Hong Kong","May 12, 2019",2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After surviving a near-fatal injury on the job, a cop sets out to investigate a conspiracy involving the top brass of the police department."
s3836,TV Show,Easy,,"Aubrey Plaza, Judy Greer, Jane Adams, Zazie Beetz, Kate Berlant, Aya Cash, Michael Chernus, Kiersey Clemons, Orlando Bloom, Malin Akerman, Marc Maron, Dave Franco, Hannibal Buress, Jake Johnson, Emily Ratajkowski, Andrew Bachelor",United States,"May 10, 2019",2019,TV-MA,3 Seasons,"TV Comedies, TV Dramas","This eclectic, star-studded anthology follows diverse Chicagoans fumbling through the modern maze of love, sex, technology and culture."
s3838,TV Show,Jailbirds,,,,"May 10, 2019",2019,TV-MA,1 Season,"Docuseries, Reality TV","At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life – and love – on the inside."
s3839,TV Show,The Mechanism,,"Selton Mello, Caroline Abras, Enrique Diaz, Antonio Saboia, Lee Taylor, Otto Jr., Leonardo Medeiros, Osvaldo Mil, Jonathan Haagensen, Giulio Lopes, Susana Ribeiro",Brazil,"May 10, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",A scandal erupts in Brazil during an investigation of alleged government corruption via oil and construction companies. Loosely inspired by true events.
s3840,TV Show,The Princess Weiyoung,,"Tiffany Tang, Luo Jin, Vanness Wu, Rachel Momo, Hsin Ai Lee",China,"May 10, 2019",2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A princess descended from a ruined noble family disguises herself as the woman who saved her life and embarks on a mission to avenge her loved ones.
s3841,TV Show,The Society,,"Kathryn Newton, Gideon Adlon, Sean Berdy, Natasha Liu Bordizzo, Jacques Colimon, Olivia DeJonge, Alex Fitzalan, Kristine Froseth, José Julián, Alex MacNicoll, Toby Wallace, Rachel Keller",United States,"May 10, 2019",2019,TV-MA,1 Season,"TV Dramas, Teen TV Shows","When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive."
s3844,TV Show,Away From Home,,"Li Yongzhen, Zhuang Kebi, Zhang Shunyuan, Wang Wei, Wen Shaoping, Liu Shumin, Lu Huiting, Ye Chengcheng, Chen Yuqi",,"May 8, 2019",2015,TV-PG,1 Season,"International TV Shows, TV Dramas",A high-achieving 11-year-old student embarks on a journey of self-discovery at a school on a nearby island as he grapples with tensions at home.
s3845,TV Show,Bibik-Bibikku,,"Ungku Ismail, Fasha Sandha, Bell Ngasri, Wan Sharmila",,"May 8, 2019",2016,TV-PG,1 Season,"International TV Shows, TV Comedies","When a busy mother and father realize they need help with their two young children, they hire a series of maids, often with humorous results."
s3846,TV Show,Cinta 100KG,,"Sherry Alhadad, Sharifah Amani, Fezrul Khan, Ungku Hariz, Ruzana Ibrahim, Zain Saidan, Cristina Suzanne, Safia Hanifah",,"May 8, 2019",2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Two female friends, each with confidence issues, help each other search for true love and deal with their romantic rivals."
s3847,TV Show,Cinta Iris,,"Raja Ilya, Nazim Othman, Zain Hamid, Ungku Ismail, Tunku Hanis",,"May 8, 2019",2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Dedicated engineering student Iris succumbs to love and marries, but fate holds both tragedies and triumphs for her personal and professional life."
s3848,TV Show,Cinta Si Wedding Planner,,"Mira Filzah, Ady Putra, Fadlan Hazim, Shima Anuar, Nazeera Sardi, Dian P. Ramlee, Wan Sharmila, Rosnah Johari, Idris Md Diah",,"May 8, 2019",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A wedding planner and an ex-Marine both have been unlucky in love. But a chance meeting and a spat over a parking space soon change all that.
s3849,TV Show,Cinta Teruna Kimchi,,"Nazim Othman, Johan As'ari, Nur Risteena, Niena Baharun",,"May 8, 2019",2016,TV-PG,1 Season,"International TV Shows, TV Dramas","When a young man determines to discover his father's true identity, he faces unexpected realizations that shake his sense of self."
s3850,TV Show,Secret of Success,,"Jack Tan, Rain Shuaiyu, Rickman Chia, Orange Tan, Bernard Shen Jun, Kopi Lim Guo Wei, Dennis Gan",,"May 8, 2019",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",An aspiring actor uses a magical book to transport himself inside the movies he had always dreamed of starring in – but not without consequences.
s3851,TV Show,The Missing Menu,,"Frederick Lee, Jojo Goh, Karena Teo, Jeffrey Cheng, Janelle Chin",,"May 8, 2019",2016,TV-PG,1 Season,"International TV Shows, TV Dramas",A single mom and skilled chef yearns for her children to settle down and offers them life lessons through the special dishes she creates.
s3852,TV Show,Unchained Fate,,"Lenna Lim, Jack Tan, Rickman Chia, Rabbit Chen, Kopi Lim Guo Wei, Agnes Wang, Allan Toh, Mandy Chen, Tan Hau Yen",,"May 8, 2019",2016,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","A young trio aims to protect the world from evil, armed with magic crystals that allow them to control time, commune with spirits, and more."
s3853,TV Show,Abyss,,"Park Bo-young, Ahn Hyo-seop, Lee Sung-jae, Lee Si-eon, Han So-hee, Kwon Soo-hyun, Kim Sa-rang, Ahn Se-ha, Yun Yoo-sun",South Korea,"May 7, 2019",2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize."
s3854,TV Show,I Have a Script,,"Souad Abdullah, Shujoon, Fatima Al Safi",,"May 7, 2019",2019,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","After the death of a loved one, a woman decides to pursue her passion for writing by penning television scripts."
s3855,TV Show,In the Bosom of a Thorn,,"Elham Al Fadalah, Ibrahim Al-Harbi, Khaled Al-Buraiki, Layla Abdullah, Noor Alghandour, Abeer Ahmad",Kuwait,"May 7, 2019",2019,TV-14,1 Season,"International TV Shows, TV Dramas","After the invasion of Kuwait, a woman’s infant daughter is taken from her. Now, her daughter looks to make her way back home years later."
s3856,TV Show,The Writer,,"Bassel Khayyat, Daniella Rahme, Nada Abou Farhat, Nicolas Daniel, Gabriel Yammine",Lebanon,"May 7, 2019",2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","When accused of a murder eerily parallel to a plot in his novel, a best-selling crime writer must navigate a web of hidden enemies."
s3857,TV Show,What If?,,"Monther Rayahnah, Khaled Ameen, Aseel Omran, Rawan Mahdi, Ali Al-Husseini, Abdullah Al-Turkumani",,"May 7, 2019",2019,TV-14,1 Season,"International TV Shows, TV Dramas","Four individuals at a crossroads in life are given the chance to take both paths, and decide which road is best for them."
s3862,TV Show,Cupcake & Dino - General Services,,"Justin Collette, Mark Little, Kyle Dooley, Mark Forward, Joris Jarksy, Julie Lemieux, Kayla Lorette, Julie Sype","Canada, Brazil","May 3, 2019",2019,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",An enterprising cupcake and his cheerful dinosaur brother take on jobs of all sorts as they work to help friends and strangers in their eccentric city.
s3865,TV Show,Flinch,,"Desiree Burch, Lloyd Griffith, Seann Walsh",United Kingdom,"May 3, 2019",2019,TV-PG,1 Season,Reality TV,"Harrowing and hilarious tests await the brave and foolhardy, as well as the judges, in this comedy game show. If they flinch, they feel the pain."
s3868,TV Show,Tuca & Bertie,,"Tiffany Haddish, Ali Wong, Steven Yeun, Nicole Byer, Richard E. Grant, Reggie Watts",United States,"May 3, 2019",2019,TV-MA,1 Season,TV Comedies,Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends – and birds – who guide each other through life's ups and downs.
s3871,TV Show,Code Geass: Lelouch of the Rebellion,,"Jun Fukuyama, Takahiro Sakurai, Yukana, Ami Koshimizu, Kaori Nazuka, Fumiko Orikasa, Sayaka Ohara, Noriaki Sugiyama, Takahiro Mizushima, Soichiro Hoshi, Yuko Goto",Japan,"May 1, 2019",2008,TV-MA,2 Seasons,"Anime Series, International TV Shows",A high-schooler who's granted powers to make anyone instantly obedient dons a mask to lead Japan's rebellion against a long-invading Britannia.
s3877,TV Show,Angel 'N' Devil,,"Simon Lian, Teddy Chen, Sylvia Wang, Cosmos Lin, Ting Liu, Lucia Chen, Allie Ji, Sunnee Yang, Na Wei-hsun",Taiwan,"April 30, 2019",2014,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies","In a world known as the Copper Dimension, a group of high-school girls fights against dark forces – and their own inner demons."
s3879,TV Show,Hong Kong West Side Stories,,"Louis Cheung, Myolie Wu, Justin Cheung, Brian Chan, Raymond Chiu, Fish Liew, Lee Sheung Ching, Kaki Sham, Gregory Wong, Thor Lok",Hong Kong,"April 30, 2019",2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","The intimate lives of young men and women from Hong Kong are linked by loosely connected stories about love, lust, separation and deceit."
s3880,TV Show,Ingress: The Animation,,"Yoshiki Nakajima, Reina Ueda, Shigeo Kiyama, Tarusuke Shingaki, Kohsuke Toriumi, Kentaro Tone, Hiroo Sasaki, Megumi Ogata",Japan,"April 30, 2019",2018,TV-MA,1 Season,"Anime Series, Crime TV Shows, International TV Shows","After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power."
s3881,TV Show,K.O. One Re-act,,"Jiro Wang, Pets Tseng, Sam Lin, Sylvia Wang, Wes Lo, Wayne Huang, Xu Ming-jie, Ba Yu, Emily Tsai, Chen Bo-zheng, Nylon Chen, Na Wei-hsun",,"April 30, 2019",2013,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","As a guardian of space-time order, 28-year-old Wang Dadong returns to Bale High School to investigate an anomaly and clashes with King."
s3882,TV Show,K.O.3an Guo,,"George Hu, Chen De-xiu, Bo Yan, Lorene Ren, Tsai Yi-chen, Benjamin H. Wang, Wes Lo, Shao Xiang, Pets Tseng, Nylon Chen, Wu Xiong",Taiwan,"April 30, 2019",2009,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy","In the Silver Dimension, Liu Bei, Guan Yu and Zhang Fei plan to enroll in an elite academy as sworn brothers, but KO One visitors derail the plan."
s3883,TV Show,KO One Return,,"Jiro Wang, Pets Tseng, Sam Lin, Xu Ming-jie, Sylvia Wang, Monkey Shao, Zhang Hao Ming, Na Wei-hsun",,"April 30, 2019",2012,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","A time quake propels Wang Dadong into the future, where he encounters a classmate named King who presides over the KO One."
s3884,TV Show,The Outsiders,,"Dylan Kuo, Ady An, Lan Cheng-Lung, Michael Chang, Joelle Lu",Taiwan,"April 30, 2019",2004,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",A trio of delinquent brothers fends off neighborhood rivals until one joins a gang to gain protection for the upper-class girl he loves.
s3885,TV Show,Ash vs. Evil Dead,,"Bruce Campbell, Lucy Lawless, Ray Santiago, Dana DeLorenzo, Jill Marie Jones",United States,"April 29, 2019",2018,TV-MA,3 Seasons,"TV Action & Adventure, TV Comedies, TV Horror","Thirty years later, Ash Williams – demon hunter par excellence – is back to battle a new Deadite plague. He may have lost a hand, but not his touch."
s3887,TV Show,Señora Acero,,"Blanca Soto, Litzy, Damián Alcázar, Marco Pérez, Jorge Zárate, Rossana San Juan, Andrés Palacios, Rebecca Jones, Lincoln Palomeque","Mexico, United States","April 28, 2019",2018,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When her drug-trafficking husband dies, an unassuming woman stakes her own claim in the business in order to care for her gravely ill son."
s3888,TV Show,Chambers,,"Sivan Alyra Rose, Uma Thurman, Tony Goldwyn, Marcus LaVoi, Nicholas Galitzine, Kyanna Simone Simpson, Griffin Powell-Arcand, Lilli Kay, Sarah Mezzanotte, Lilliya Scarlett Reid",United States,"April 26, 2019",2019,TV-MA,1 Season,"TV Horror, TV Mysteries, Teen TV Shows","Haunted by eerie visions and sinister impulses after a heart transplant, a teenager tries to unmask the truth behind her donor's mysterious death."
s3893,TV Show,Street Food,,,United States,"April 26, 2019",2019,TV-PG,1 Season,Docuseries,Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.
s3898,TV Show,KO One,,"Aaron Yan, Jiro Wang, Calvin Ka-Sing Chen, Danson Tang, Tsai Yi-chen, Alien Huang",Taiwan,"April 19, 2019",2005,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies","Gifted with special powers, fighting skills and slick hair, the rowdy KO One navigates tough friendships and high school romance."
s3899,TV Show,Lunatics,,Chris Lilley,Australia,"April 19, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Comedies",This mockumentary series follows the peculiar lives of six eccentric – and sometimes obscene – misfits who march to their own beat.
s3901,TV Show,My Dear Boy,,"Ruby Lin, Derek Chang, Lee Lee-zen, Archie Kao, Yen Yi-wen, Chu Chung-heng, Aaron Chen, Greg Han, Wen Chen-ling, Zhang Guang-chen",Taiwan,"April 19, 2019",2017,TV-MA,1 Season,"International TV Shows, Romantic TV Shows","Heartbroken and romantically pessimistic, a commercial director meets a young artist and teaches him life-changing lessons about love."
s3902,TV Show,Rilakkuma and Kaoru,,"Mikako Tabe, Soki Matsumoto, Takayuki Yamada, Mai Kanazawa, Shigeru Sugimoto, Issei Takubo, Kanako Nishiyama, Yuzuha Kobayashi, Masako Matsuno, Kana Odaira, Hitoshi Honma, Ayano Kinashi","Japan, United States","April 19, 2019",2019,TV-PG,1 Season,"Anime Series, International TV Shows","Her life might be a little mundane, but Kaoru gets to go home to Rilakkuma, her endearingly lazy roommate who happens to be a fuzzy toy bear."
s3903,TV Show,Samantha!,,"Emmanuelle Araújo, Douglas Silva, Sabrina Nonata, Cauã Gonçalves, Daniel Furlan, Alice Braga, Alessandra Negrini, Lorena Comparato, Rodrigo Pandolfo, Luciana Vendramini, Maria Eduarda, Sidney Alexandre, Enzo Ovideo, Mauricio Xavier, Paulo Tiefenthaler, Ary França",Brazil,"April 19, 2019",2019,TV-MA,2 Seasons,"International TV Shows, TV Comedies","A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight."
s3910,Movie,Super Monsters Furever Friends,,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip",,"April 16, 2019",2019,TV-Y,59 min,Children & Family Movies,"On the first night of spring, the Super Monsters gather for food, fun and games in the park – and get to meet their adorable new pets!"
s3921,TV Show,Crazy Ex-Girlfriend,,"Rachel Bloom, Vincent Rodriguez III, Santino Fontana, Donna Lynne Champlin, Pete Gardner, Vella Lovell, Gabrielle Ruiz, Scott Michael Foster",United States,"April 13, 2019",2019,TV-MA,4 Seasons,"Romantic TV Shows, TV Comedies","Still pining for Josh, the boy who dumped her ages ago, whip-smart lawyer Rebecca jettisons her New York life and moves to California to win him back."
s3925,Movie,Francesco De Carlo: Cose di Questo Mondo,,Francesco De Carlo,Italy,"April 12, 2019",2019,TV-MA,61 min,Stand-Up Comedy,"Taking the stage in Milan, Francesco De Carlo opens up about his bad habits, religion, politics and what he's learned from traveling the world."
s3926,TV Show,Huge in France,,"Gad Elmaleh, Scott Keiji Takeda, Jordan Ver Hoeve, Erinn Hayes, Matthew Del Negro",United States,"April 12, 2019",2019,TV-MA,1 Season,TV Comedies,"Eager to reconnect with his son, French comedy star Gad Elmaleh moves to LA, only to discover that he's left all his fame and celebrity perks behind."
s3928,TV Show,New Girl,,"Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone, Lamorne Morris, Damon Wayans Jr.",United States,"April 11, 2019",2018,TV-14,7 Seasons,"Romantic TV Shows, TV Comedies","Still rebounding from a breakup, Jessica Day moves in with three single guys, all of whom are ready to help her understand the ways of the world."
s3932,TV Show,You vs. Wild,,Bear Grylls,United States,"April 10, 2019",2019,TV-PG,1 Season,"Kids' TV, Reality TV, Science & Nature TV","In this interactive series, you'll make key decisions to help Bear Grylls survive, thrive and complete missions in the harshest environments on Earth."
s3935,TV Show,Time: The Kalief Browder Story,,,United States,"April 7, 2019",2017,TV-MA,1 Season,Docuseries,"This series traces the tragic case of Kalief Browder, a Bronx teen who spent three horrific years in jail, despite never being convicted of a crime."
s3937,TV Show,Derek,,"Ricky Gervais, Kerry Godliman, Karl Pilkington, David Earl, Kay Noone, Tim Barlow, Arthur Nightingale, Sheila Collings, Margaret Towner, Barry Martin, Prem Modgil, Blanche Williams, Ninette Finch, Brett Goldstein, Ruth Bratt, Holli Dempsey",United Kingdom,"April 5, 2019",2015,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies",Ricky Gervais created and stars in this heartwarming comedy-drama series as a loyal English nursing home caretaker who sees only the good in everyone.
s3938,TV Show,Imposters,,"Inbar Lavi, Rob Heaps, Parker Young, Marianne Rendón, Stephen Bishop, Brian Benben, Katherine La Nasa",United States,"April 5, 2019",2017,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Comedies","Supported by a team of fellow thieves, a con artist lures her targets into matrimony and then absconds with their fortunes in this darkly comic series."
s3939,TV Show,Our Planet,,David Attenborough,"United States, United Kingdom","April 5, 2019",2019,TV-PG,1 Season,"Docuseries, Science & Nature TV",Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.
s3941,TV Show,Quicksand,,"Hanna Ardéhn, Felix Sandman, William Spetz, Ella Rappich, David Dencik, Reuben Sallmander, Maria Sundbom, Rebecka Hemse, Arvid Sand, Helena af Sandeberg, Anna Björk",Sweden,"April 5, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After a tragedy at a school sends shock waves through a wealthy Stockholm suburb, a seemingly well-adjusted teen finds herself on trial for murder."
s3942,TV Show,Rimba Racer,,"Steven Tan, Iain McNally, Chi-Ren Choong, Kevin Adrian Barnaby, Tikriti Shabudin, Sherilyn Pang Li Ching, Azman Zulkiply",Malaysia,"April 5, 2019",2017,TV-PG,1 Season,Kids' TV,"In this animated action series, a rookie driver seeks glory in a world-class auto race, but he’ll need more than just his talent behind the wheel."
s3943,TV Show,Roman Empire: Reign of Blood,,"Sean Bean, Aaron Jakubenko, Edwin Wright, Mike Edward, Genevieve Aitken, John Bach, Tai Berdinner-Blades, Jared Turner, Andrew Foster, Calum Gittins, Shane Bartle, Ella Becroft, Lisa Chappell, Emma Fenton, Phil Brown, Carl Bland, Adam Gardiner","Canada, United States","April 5, 2019",2019,TV-MA,3 Seasons,Docuseries,"This stylish mix of documentary and historical epic chronicles the reign of Commodus, the emperor whose rule marked the beginning of Rome's fall."
s3944,TV Show,Spirit: Riding Free,,"Amber Frank, Sydney Park, Bailey Gambertoglio, Darcy Rose Byrnes, Nolan North, Kari Wahlgren, Andy Pessoa, Tiya Sircar, Jonathan Craig WIlliams, Robert Knepper",United States,"April 5, 2019",2019,TV-Y7,8 Seasons,Kids' TV,"In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail."
s3945,TV Show,Tijuana,,"Damián Alcázar, Tamara Vallarta, Rolf Petersen, Claudette Maillé, Teté Espinoza, Iván Aragón, Martha Claudia Moreno, Edén Villavicencio, Carlos Corona, Giancarlo Ruiz, Mayra Batalla, Rodrigo Abed, Roberto Mateos, Anabel Ferreira, Roberto Sosa",Mexico,"April 5, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When a prominent politician is murdered, the intrepid journalists of Frente Tijuana risk their lives to uncover the truth."
s3947,TV Show,Possessed,,"Song Sae-byeok, Go Joon-hee, Youn Jung-hoon, Jo Han-sun, Lee Won-jong, Park Gene-woo, Kwon Hyuk-hyun, Park Sang-min",South Korea,"April 4, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",A reluctant clairvoyant joins forces with a brusque police detective hiding a soft heart to help him solve criminal cases using her psychic abilities.
s3950,TV Show,Tango,,"Bassel Khayyat, Daniella Rahme, Bassam Moughneih, Dana Mardini, Youssef Haddad, Talal Jarday, Sameera Barody",Lebanon,"April 3, 2019",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Shocking secrets begin to unravel when the aftermath of a car crash leaves four best friends questioning the truth of their relationships.
s3954,TV Show,Kicko & Super Speedo,,,,"April 1, 2019",2018,TV-Y7,1 Season,"Kids' TV, TV Comedies",This high-energy animated series follows a gutsy kid and his trusty race-car pal as they save their city from bad guys and their scary vehicles.
s3957,TV Show,"That Winter, the Wind Blows",,"Zo In-sung, Song Hye-kyo, Kim Bum, Jung Eun-ji, Bae Jong-ok, Young-hoon Kim",South Korea,"April 1, 2019",2013,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Seeing the chance to enrich himself by deceiving a blind heiress, clever con man Oh Soo just does what comes naturally – but his plans soon change."
s3959,TV Show,Ultraman,,"Ryohei Kimura, Takuya Eguchi, Megumi Han, Hideyuki Tanaka, Sumire Morohoshi, Ken Uo, Shigeru Ushiyama, Ryota Takeuchi, Eiji Hanawa, Hirokazu Sekido, Minoru Shiraishi, Kenjiro Tsuda, Hiroaki Hirata, Kaiji Soze","United States, Japan","April 1, 2019",2019,TV-14,1 Season,"Anime Series, International TV Shows","Decades ago, a hero from the stars left this world in peace. Now, the son of Ultraman must rise to protect the Earth from a new alien threat."
s3962,TV Show,Pablo,,"Jake Williamson, Rachael Dickson, Sumita Majumdar, Michael White, Tony Finnegan, Scott Mulligan, Rosie King",United Kingdom,"March 30, 2019",2017,TV-Y,1 Season,"British TV Shows, Kids' TV","Equipped with crayons and his creativity, a boy with autism draws an imaginary world where his animal pals help him tackle real-life situations."
s3965,TV Show,Osmosis,,"Agathe Bonitzer, Hugo Becker, Gaël Kamilindi, Manoël Dupont, Stéphane Pitti, Luna Silva, Yuming Hey, Suzanne Rault-Balet, Philypa Phoenix, Lena Lapres, Waly Dia, Aurélia Petit, Lionel Lingelser, Fabien Ducommun",France,"March 29, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","In near-future Paris, two brilliant siblings unveil a high-tech implant designed to pair up soul mates. But the beta test yields unwelcome surprises."
s3966,TV Show,Santa Clarita Diet,,"Drew Barrymore, Timothy Olyphant, Liv Hewson, Skyler Gisondo",United States,"March 29, 2019",2019,TV-MA,3 Seasons,"TV Comedies, TV Horror, TV Thrillers",They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.
s3969,TV Show,The Terminal,,"Mohammad Mansour, Bouthayna Al Raesi, Bassima Hamada, Ahlaam Muhammed, Shaimaa Ali, Foaz Al -Shatti, Abdullah Bahman, Abdulmohsen Al-Qaffas, Mohammed Al Dosari",,"March 29, 2019",2018,TV-14,1 Season,"International TV Shows, TV Dramas","Social pressure, a complicated past and a clash of values beset the life of a businessman and his family."
s3970,TV Show,Traitors,,"Emma Appleton, Michael Stuhlbarg, Luke Treadaway, Keeley Hawes, Brandon P. Bell, Matt Lauria, Jamie Blackley, David Hargreaves, Sam Hoare, Simon Kunz, Greg McHugh, Stephen Campbell Moore, Cara Horgan",United Kingdom,"March 29, 2019",2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas","As World War II ends, a young English woman agrees to help an enigmatic American agent root out Russian infiltration of the British government."
s3971,TV Show,Versailles,,"George Blagden, Alexander Vlahos, Tygh Runyan, Stuart Bowman, Evan Williams, Elisa Lasowski, Joe Sheridan, Steve Cumyn, Anna Brewster, Maddison Jaizani, Pip Torrens, Catherine Walker, Lizzie Brocheré, Geoffrey Bateman","France, Canada","March 29, 2019",2018,TV-MA,3 Seasons,"International TV Shows, TV Dramas",King Louis XIV of France commissions a lavish palace that becomes a fierce battleground for love and politics – and a gilded prison for nobility.
s3972,TV Show,Ainori Love Wagon: Asian Journey,,"Becky, Audrey, Mayuko Kawakita, Shimon Okura",Japan,"March 28, 2019",2018,TV-MA,2 Seasons,"International TV Shows, Reality TV, Romantic TV Shows","Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple."
s3977,TV Show,The Eagle of El-Se'eed,,"Mohamed Ramadan, Sayed Rajab, Dorra Zarrouk, Dina Talaat, Aida Reyad",,"March 25, 2019",2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","A police officer and a drug lord become embroiled in a cycle of revenge, each man bent on taking the other down."
s3980,TV Show,Charlie's Colorforms City,,"Jacob Soley, Saara Chaudry, Tyler Barish, Zoe Hatz, Julie Lemieux, Joseph Motiki, Shoshana Sperling, Adrianna Di Liello, Deann Degruijter, Stacey DePass",United States,"March 22, 2019",2019,TV-Y,1 Season,Kids' TV,"Charlie creates fun stories using different shapes, and he needs your help! Take off for adventures in outer space, the Wild West – and right at home."
s3981,TV Show,Crime Diaries: The Candidate,,"Jorge A. Jiménez, Ilse Salas, Alberto Guerra, Gustavo Sánchez Parra, Jorge Antonio Guerrero, Ari Brickman, Martín Altomaro, Hernán Del Riego, Norma Angélica, Lisa Owen, Eligio Meléndez, Marco Treviño, Pedro de Tavira Egurrola, Leonardo Alonso",Mexico,"March 22, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","In 1994, Mexican presidential candidate Luis Donaldo Colosio's assassination sends his dying widow racing to uncover who did it. Based on true events."
s3982,TV Show,Delhi Crime,,"Shefali Shah, Rajesh Tailang, Rasika Dugal, Adil Hussain, Vinod Sharawat, Mridul Sharma, Gopal Dutt Tiwari, Anurag Arora, Gaurav Rana, Yashaswini Dayama",India,"March 22, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","As Delhi reels in the aftermath of a gang rape, DCP Vartika Chaturvedi leads a painstaking search for the culprits. Based on the 2012 Nirbhaya case."
s3985,TV Show,The 10 Sins,,"Abdul Mohsen Alnimer, Haifa Hussien, Qahtan Alqahtani, Mohammed Sefer, Abdulla Bu Shehri",,"March 22, 2019",2018,TV-14,1 Season,"International TV Shows, TV Dramas","In this social drama of sin and remorse, a man reels at the discovery that his wife has been unfaithful, and gives her an ultimatum."
s3987,TV Show,The OA,,"Brit Marling, Jason Isaacs, Emory Cohen, Scott Wilson, Phyllis Smith, Alice Krige, Patrick Gibson, Brendan Meyer, Brandon Perea, Ian Alexander, Will Brill, Riz Ahmed, Paz Vega",United States,"March 22, 2019",2019,TV-MA,2 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","Seven years after vanishing from her home, a young woman returns with mysterious new abilities and recruits five strangers for a secret mission."
